Label,Left,Top,Right,Bottom,Filename
person,1152,349,1174,399,0416.jpg
car,449,394,814,652,0416.jpg
car,546,331,592,360,0416.jpg
car,314,339,355,369,0416.jpg
person,1069,348,1088,408,0416.jpg
person,1083,341,1106,399,0416.jpg
car,556,425,702,616,0416.jpg
car,550,433,701,611,0370.jpg
car,574,434,734,616,0358.jpg
car,479,394,842,657,0358.jpg
car,476,369,834,620,0166.jpg
car,577,412,740,588,0166.jpg
car,581,435,740,597,0172.jpg
car,880,344,968,401,0172.jpg
car,483,376,827,608,0172.jpg
car,1094,376,1199,468,0172.jpg
car,1011,351,1279,498,0172.jpg
car,583,436,746,603,0199.jpg
car,475,397,852,649,0199.jpg
car,1048,327,1191,438,0199.jpg
car,974,307,1259,466,0199.jpg
car,584,440,752,602,0198.jpg
car,1050,343,1188,444,0198.jpg
car,482,398,854,650,0198.jpg
car,987,325,1254,464,0198.jpg
car,476,374,840,613,0173.jpg
car,881,344,971,398,0173.jpg
car,1111,381,1214,476,0173.jpg
car,1037,361,1279,513,0173.jpg
car,578,433,742,599,0173.jpg
car,467,375,844,610,0167.jpg
car,572,419,745,582,0167.jpg
car,856,357,948,407,0167.jpg
car,572,432,732,615,0359.jpg
car,478,389,841,658,0359.jpg
car,554,432,705,612,0417.jpg
car,544,331,588,359,0417.jpg
car,406,344,452,382,0417.jpg
car,450,401,815,649,0417.jpg
person,1177,346,1196,410,0417.jpg
person,1103,339,1124,405,0417.jpg
person,1156,347,1179,399,0417.jpg
car,566,440,739,608,0365.jpg
car,558,438,700,611,0403.jpg
car,464,410,801,639,0403.jpg
car,587,438,752,595,0239.jpg
car,883,364,1241,543,0239.jpg
car,1010,368,1184,517,0239.jpg
car,484,396,840,641,0239.jpg
trafficlight,959,95,977,158,0205.jpg
car,559,424,708,619,0205.jpg
car,1002,302,1277,481,0205.jpg
car,456,400,809,648,0205.jpg
car,1084,334,1211,452,0205.jpg
car,540,426,697,612,0211.jpg
car,433,393,794,645,0211.jpg
car,557,424,705,612,0207.jpg
car,460,395,792,645,0207.jpg
car,1005,299,1274,481,0207.jpg
car,1055,337,1175,449,0207.jpg
trafficlight,1042,37,1061,103,0213.jpg
car,538,423,697,609,0213.jpg
car,428,386,794,650,0213.jpg
car,561,422,699,619,0415.jpg
car,548,327,593,358,0415.jpg
car,415,347,462,381,0415.jpg
person,1059,338,1078,398,0415.jpg
person,1131,347,1150,396,0415.jpg
car,557,438,702,619,0401.jpg
car,554,431,701,608,0367.jpg
car,446,399,809,643,0367.jpg
car,446,340,495,368,0429.jpg
car,169,352,297,447,0429.jpg
car,96,341,376,505,0429.jpg
person,986,342,1005,385,0398.jpg
car,875,354,960,405,0171.jpg
car,579,436,741,599,0171.jpg
car,475,387,837,652,0171.jpg
car,1101,382,1195,466,0171.jpg
car,1021,358,1277,489,0171.jpg
car,473,368,828,613,0165.jpg
car,828,348,923,397,0165.jpg
car,575,433,730,600,0165.jpg
car,967,365,1023,403,0159.jpg
car,574,421,720,612,0159.jpg
car,480,392,814,645,0159.jpg
car,81,358,157,398,0159.jpg
car,830,352,872,392,0159.jpg
car,470,389,816,647,0158.jpg
car,103,365,160,398,0158.jpg
car,948,363,999,397,0158.jpg
car,834,355,876,394,0158.jpg
car,558,420,706,613,0158.jpg
car,575,431,730,604,0164.jpg
car,476,382,832,657,0164.jpg
car,33,372,131,424,0164.jpg
car,826,351,919,398,0164.jpg
car,578,440,742,593,0170.jpg
car,474,392,835,643,0170.jpg
car,870,352,951,399,0170.jpg
car,988,357,1261,482,0170.jpg
car,200,356,318,444,0428.jpg
car,111,337,403,460,0428.jpg
car,472,398,816,653,0428.jpg
car,571,432,724,613,0428.jpg
car,498,347,533,378,0400.jpg
car,557,445,703,612,0400.jpg
car,552,437,705,609,0366.jpg
car,550,328,594,358,0414.jpg
car,561,421,697,619,0414.jpg
car,426,345,472,380,0414.jpg
person,1046,337,1066,395,0414.jpg
person,1103,340,1124,392,0414.jpg
trafficlight,1030,38,1047,110,0212.jpg
car,536,425,697,609,0212.jpg
car,426,389,801,646,0212.jpg
car,1000,346,1260,486,0212.jpg
trafficlight,962,96,980,155,0206.jpg
car,1025,301,1279,479,0206.jpg
car,463,402,805,643,0206.jpg
car,1095,332,1211,454,0206.jpg
car,560,430,705,612,0206.jpg
car,580,431,729,611,0202.jpg
car,995,319,1273,461,0202.jpg
car,481,405,831,643,0202.jpg
car,1078,337,1203,441,0202.jpg
car,538,431,699,607,0216.jpg
car,431,392,798,645,0216.jpg
car,991,345,1255,494,0216.jpg
car,357,338,397,365,0410.jpg
car,556,437,699,610,0410.jpg
person,1048,340,1069,387,0410.jpg
car,577,432,738,614,0362.jpg
car,558,436,698,607,0404.jpg
trafficlight,1149,102,1172,162,0389.jpg
car,552,431,704,610,0389.jpg
car,450,407,800,638,0389.jpg
car,559,428,706,611,0148.jpg
car,477,394,797,647,0148.jpg
car,841,348,880,382,0148.jpg
car,578,432,745,600,0174.jpg
car,476,383,839,652,0174.jpg
car,908,350,986,403,0174.jpg
car,8,344,239,507,0160.jpg
car,838,353,879,395,0160.jpg
car,479,393,823,649,0160.jpg
car,985,367,1030,408,0160.jpg
car,574,426,722,610,0160.jpg
car,573,424,724,610,0161.jpg
car,842,350,889,399,0161.jpg
car,477,382,824,653,0161.jpg
car,489,375,836,613,0175.jpg
car,583,416,745,583,0175.jpg
car,915,346,985,403,0175.jpg
car,557,427,705,615,0149.jpg
car,478,391,796,653,0149.jpg
car,289,340,325,366,0149.jpg
car,549,440,709,608,0388.jpg
car,573,437,736,613,0363.jpg
car,475,402,831,650,0363.jpg
car,558,441,699,609,0405.jpg
car,457,416,807,637,0405.jpg
car,448,343,486,379,0411.jpg
car,558,435,701,607,0411.jpg
car,350,338,391,365,0411.jpg
car,538,435,702,607,0217.jpg
car,437,403,797,637,0217.jpg
car,978,346,1252,498,0217.jpg
car,990,389,1138,447,0217.jpg
car,573,432,723,609,0203.jpg
car,1018,318,1272,464,0203.jpg
car,1082,339,1204,446,0203.jpg
car,478,405,824,646,0203.jpg
car,583,425,728,640,0001.jpg
car,888,360,1173,513,0229.jpg
car,966,385,1080,487,0229.jpg
car,483,404,806,633,0229.jpg
car,571,437,727,596,0229.jpg
car,542,426,698,608,0215.jpg
car,438,390,792,646,0215.jpg
car,989,345,1259,492,0215.jpg
car,1046,365,1165,473,0215.jpg
car,577,431,728,611,0201.jpg
car,993,314,1265,462,0201.jpg
car,478,403,836,645,0201.jpg
car,1055,333,1192,433,0201.jpg
car,574,437,731,607,0349.jpg
car,489,403,821,651,0349.jpg
car,554,437,700,601,0407.jpg
car,570,439,735,615,0361.jpg
car,429,344,475,380,0413.jpg
car,562,422,698,619,0413.jpg
car,558,331,600,359,0413.jpg
person,1038,337,1058,394,0413.jpg
person,1094,342,1114,388,0413.jpg
car,571,431,729,603,0163.jpg
car,474,385,833,653,0163.jpg
car,39,371,137,424,0163.jpg
car,844,354,896,400,0163.jpg
car,581,430,748,601,0177.jpg
car,480,380,847,654,0177.jpg
car,917,345,991,402,0177.jpg
car,577,438,745,600,0188.jpg
car,471,400,846,648,0188.jpg
car,953,331,1053,411,0188.jpg
car,578,425,739,609,0189.jpg
car,470,380,846,660,0189.jpg
car,1000,350,1103,405,0189.jpg
car,581,434,744,596,0176.jpg
car,490,383,838,649,0176.jpg
car,915,345,986,406,0176.jpg
car,572,428,728,607,0162.jpg
car,476,383,831,652,0162.jpg
car,845,352,893,401,0162.jpg
car,440,345,483,378,0412.jpg
car,558,325,602,356,0412.jpg
car,344,337,384,367,0412.jpg
person,1045,342,1068,389,0412.jpg
car,559,440,700,612,0406.jpg
car,452,414,807,639,0406.jpg
car,570,439,735,614,0360.jpg
car,479,405,832,655,0360.jpg
car,573,441,738,615,0348.jpg
car,583,430,728,608,0200.jpg
car,483,400,836,642,0200.jpg
car,980,309,1254,463,0200.jpg
car,1051,329,1186,434,0200.jpg
car,538,423,697,608,0214.jpg
car,430,387,792,647,0214.jpg
car,985,346,1251,485,0214.jpg
car,1042,366,1160,466,0214.jpg
car,891,353,1169,518,0228.jpg
car,487,409,797,630,0228.jpg
car,968,381,1082,489,0228.jpg
car,569,442,725,594,0228.jpg
car,892,358,1174,513,0231.jpg
car,484,395,819,637,0231.jpg
car,968,385,1083,490,0231.jpg
car,579,434,732,598,0231.jpg
car,551,437,709,599,0225.jpg
car,888,343,1159,514,0225.jpg
car,456,402,811,628,0225.jpg
car,959,377,1073,488,0225.jpg
car,539,426,703,615,0219.jpg
car,423,391,813,647,0219.jpg
car,981,397,1118,459,0219.jpg
car,999,347,1259,507,0219.jpg
car,591,429,743,618,0345.jpg
car,496,392,835,662,0345.jpg
car,292,358,412,407,0423.jpg
car,563,428,705,621,0423.jpg
car,465,400,814,649,0423.jpg
car,501,334,545,365,0423.jpg
car,27,399,103,480,0437.jpg
car,578,434,729,612,0351.jpg
car,489,395,820,648,0351.jpg
trafficlight,734,16,753,58,0386.jpg
trafficlight,1206,61,1228,128,0392.jpg
car,555,432,702,610,0392.jpg
car,556,426,704,616,0147.jpg
car,463,398,799,645,0147.jpg
car,307,342,344,367,0147.jpg
car,553,430,712,614,0153.jpg
car,455,388,814,654,0153.jpg
car,576,433,745,598,0184.jpg
car,959,342,1045,398,0184.jpg
car,457,390,841,647,0184.jpg
car,581,429,735,603,0190.jpg
car,474,384,841,654,0190.jpg
car,888,308,1140,444,0190.jpg
car,963,331,1079,421,0190.jpg
car,585,429,744,609,0191.jpg
car,474,379,850,661,0191.jpg
car,901,312,1148,448,0191.jpg
car,987,340,1096,421,0191.jpg
car,581,433,749,602,0185.jpg
car,956,346,1057,399,0185.jpg
car,479,398,839,644,0185.jpg
car,555,423,708,611,0152.jpg
car,455,385,810,652,0152.jpg
car,557,424,704,621,0146.jpg
car,470,386,794,655,0146.jpg
trafficlight,1235,43,1256,116,0393.jpg
trafficlight,1107,101,1130,151,0387.jpg
car,549,443,708,614,0387.jpg
car,553,334,593,359,0378.jpg
car,561,431,703,612,0436.jpg
car,574,438,730,602,0350.jpg
car,480,379,811,591,0350.jpg
car,586,427,744,621,0344.jpg
car,490,392,836,664,0344.jpg
car,562,430,704,617,0422.jpg
car,468,404,810,646,0422.jpg
car,326,349,412,397,0422.jpg
person,1229,348,1264,433,0422.jpg
car,542,427,700,609,0218.jpg
car,983,345,1260,500,0218.jpg
car,429,391,805,645,0218.jpg
car,1045,366,1176,483,0218.jpg
car,989,392,1135,449,0218.jpg
car,547,437,708,602,0224.jpg
car,888,353,1179,516,0224.jpg
car,444,401,810,634,0224.jpg
car,960,380,1080,487,0224.jpg
car,891,358,1171,513,0230.jpg
car,968,386,1081,489,0230.jpg
car,484,394,814,637,0230.jpg
car,574,433,728,597,0230.jpg
car,464,399,808,639,0226.jpg
car,888,348,1158,516,0226.jpg
car,554,436,708,602,0226.jpg
car,959,377,1072,491,0226.jpg
car,896,357,1177,523,0232.jpg
car,485,389,821,641,0232.jpg
car,964,388,1085,496,0232.jpg
car,578,433,730,596,0232.jpg
car,570,438,739,614,0352.jpg
car,1,326,263,541,0434.jpg
car,69,355,191,505,0434.jpg
car,481,378,791,587,0434.jpg
car,560,429,702,607,0434.jpg
car,562,431,704,618,0420.jpg
car,473,397,808,651,0420.jpg
person,1164,357,1186,425,0420.jpg
person,1190,352,1216,416,0420.jpg
car,591,423,734,624,0346.jpg
car,495,386,828,665,0346.jpg
car,553,441,700,607,0408.jpg
car,465,340,500,370,0408.jpg
car,366,340,404,364,0408.jpg
person,1037,343,1056,386,0408.jpg
trafficlight,1189,69,1213,126,0391.jpg
car,554,434,704,606,0391.jpg
car,550,428,710,610,0150.jpg
car,261,351,304,376,0150.jpg
car,468,366,801,615,0150.jpg
car,555,422,703,613,0144.jpg
car,469,385,799,651,0144.jpg
car,335,343,373,361,0144.jpg
car,583,433,751,598,0178.jpg
car,911,343,992,397,0178.jpg
car,476,384,854,653,0178.jpg
car,1004,345,1118,425,0193.jpg
car,576,437,743,605,0193.jpg
car,931,329,1189,450,0193.jpg
car,466,386,856,654,0193.jpg
car,580,436,747,599,0187.jpg
car,478,399,840,643,0187.jpg
car,949,342,1073,397,0187.jpg
car,581,435,748,598,0186.jpg
car,951,344,1078,398,0186.jpg
car,481,402,840,638,0186.jpg
car,577,434,745,605,0192.jpg
car,994,344,1105,427,0192.jpg
car,472,385,847,657,0192.jpg
car,922,315,1176,453,0192.jpg
car,922,342,1011,395,0179.jpg
car,583,429,751,601,0179.jpg
car,468,383,858,652,0179.jpg
car,555,423,706,619,0145.jpg
car,463,391,797,651,0145.jpg
car,553,427,710,606,0151.jpg
car,476,365,805,618,0151.jpg
car,244,350,292,378,0151.jpg
trafficlight,1057,149,1077,203,0384.jpg
car,544,335,582,362,0384.jpg
trafficlight,1156,72,1178,127,0390.jpg
car,553,431,702,608,0390.jpg
car,460,407,801,640,0390.jpg
car,554,443,704,598,0409.jpg
person,1044,342,1066,387,0409.jpg
car,563,431,704,615,0421.jpg
car,467,399,806,644,0421.jpg
person,1204,342,1226,426,0421.jpg
car,488,398,836,656,0347.jpg
car,583,430,738,613,0347.jpg
car,574,432,735,622,0353.jpg
car,481,396,825,658,0353.jpg
car,0,343,237,568,0435.jpg
car,53,374,173,508,0435.jpg
car,561,422,701,613,0435.jpg
car,463,402,805,638,0435.jpg
car,485,386,825,652,0233.jpg
car,893,359,1186,526,0233.jpg
car,577,435,739,608,0233.jpg
car,965,392,1086,497,0233.jpg
car,885,352,1160,516,0227.jpg
car,958,377,1076,490,0227.jpg
car,475,405,804,636,0227.jpg
car,555,440,707,603,0227.jpg
car,996,382,1120,491,0223.jpg
car,547,433,709,609,0223.jpg
car,918,356,1184,506,0223.jpg
car,581,441,748,610,0237.jpg
car,481,399,842,650,0237.jpg
car,882,355,1234,536,0237.jpg
car,982,377,1137,505,0237.jpg
person,1146,340,1170,415,0419.jpg
car,466,401,809,647,0419.jpg
car,538,324,580,351,0419.jpg
car,378,341,434,390,0419.jpg
person,1243,348,1263,413,0419.jpg
car,558,435,706,610,0419.jpg
car,94,352,260,488,0431.jpg
car,0,333,363,506,0431.jpg
car,560,429,699,622,0431.jpg
car,435,341,487,371,0431.jpg
car,571,434,735,613,0357.jpg
car,473,389,840,658,0357.jpg
car,256,369,392,422,0425.jpg
car,490,338,538,366,0425.jpg
car,560,424,704,619,0425.jpg
car,552,336,592,361,0380.jpg
car,581,415,737,583,0169.jpg
car,487,371,829,614,0169.jpg
car,988,359,1261,482,0169.jpg
car,870,357,951,406,0169.jpg
car,557,423,710,611,0155.jpg
car,455,386,814,652,0155.jpg
car,931,358,969,387,0155.jpg
car,174,350,233,379,0155.jpg
car,831,349,872,385,0155.jpg
car,557,430,703,622,0141.jpg
car,478,396,792,654,0141.jpg
car,584,438,753,597,0196.jpg
car,474,395,858,647,0196.jpg
car,1045,353,1161,439,0196.jpg
car,968,330,1233,466,0196.jpg
car,578,438,756,592,0182.jpg
car,918,339,1021,393,0182.jpg
car,459,390,857,645,0182.jpg
car,577,419,750,582,0183.jpg
car,460,369,855,612,0183.jpg
car,967,342,1042,399,0183.jpg
car,580,444,752,596,0197.jpg
car,1047,346,1176,440,0197.jpg
car,975,335,1246,460,0197.jpg
car,478,406,854,644,0197.jpg
car,557,424,700,627,0140.jpg
car,467,397,798,649,0140.jpg
car,554,423,710,610,0154.jpg
car,456,383,813,652,0154.jpg
car,194,356,247,384,0154.jpg
car,833,349,872,384,0154.jpg
car,929,358,970,384,0154.jpg
car,477,374,831,608,0168.jpg
car,576,419,739,580,0168.jpg
car,981,354,1249,483,0168.jpg
car,881,361,925,410,0168.jpg
car,554,432,699,611,0395.jpg
car,499,337,534,366,0395.jpg
car,277,363,390,417,0424.jpg
car,563,426,703,619,0424.jpg
car,460,396,813,646,0424.jpg
car,55,343,367,515,0430.jpg
car,128,359,292,491,0430.jpg
car,558,426,703,623,0430.jpg
car,439,340,491,369,0430.jpg
car,572,437,735,611,0356.jpg
car,480,399,836,651,0356.jpg
car,554,429,704,612,0418.jpg
car,388,344,439,387,0418.jpg
person,1115,336,1135,415,0418.jpg
person,1201,342,1225,407,0418.jpg
car,578,442,746,609,0236.jpg
car,484,397,840,653,0236.jpg
car,881,354,1201,529,0236.jpg
car,958,384,1090,497,0236.jpg
car,548,430,708,615,0222.jpg
car,919,353,1182,509,0222.jpg
car,997,380,1118,489,0222.jpg
car,440,396,817,646,0222.jpg
car,554,424,703,610,0208.jpg
car,445,396,797,644,0208.jpg
car,1005,317,1272,475,0208.jpg
car,1057,344,1175,453,0208.jpg
car,485,384,832,664,0234.jpg
car,580,435,743,619,0234.jpg
car,891,354,1187,528,0234.jpg
car,965,387,1085,499,0234.jpg
car,544,426,708,615,0220.jpg
car,432,394,819,648,0220.jpg
car,1001,370,1106,479,0220.jpg
car,926,342,1173,501,0220.jpg
car,553,431,695,614,0368.jpg
car,255,351,360,438,0426.jpg
car,482,338,533,365,0426.jpg
car,167,324,447,456,0426.jpg
car,577,437,738,628,0354.jpg
car,481,397,838,666,0354.jpg
car,10,330,324,526,0432.jpg
car,93,356,244,489,0432.jpg
car,561,427,703,619,0432.jpg
car,473,406,807,642,0432.jpg
trafficlight,1047,145,1065,202,0383.jpg
car,545,335,582,361,0383.jpg
car,558,429,705,619,0142.jpg
car,482,391,793,656,0142.jpg
car,556,420,707,614,0156.jpg
car,149,357,206,388,0156.jpg
car,934,362,979,397,0156.jpg
car,456,384,814,652,0156.jpg
car,833,349,871,387,0156.jpg
car,581,433,749,601,0181.jpg
car,457,395,850,643,0181.jpg
car,914,340,1017,392,0181.jpg
car,586,433,748,601,0195.jpg
car,1036,352,1150,440,0195.jpg
car,963,329,1224,468,0195.jpg
car,484,389,848,654,0195.jpg
car,575,439,742,602,0194.jpg
car,470,391,852,652,0194.jpg
car,1009,337,1130,431,0194.jpg
car,928,317,1199,448,0194.jpg
car,583,431,754,599,0180.jpg
car,468,383,856,650,0180.jpg
car,921,339,1016,395,0180.jpg
car,945,365,987,397,0157.jpg
car,557,420,707,612,0157.jpg
car,127,350,204,385,0157.jpg
car,464,386,809,650,0157.jpg
car,832,352,874,391,0157.jpg
car,558,430,704,613,0143.jpg
car,482,396,795,649,0143.jpg
car,351,342,388,364,0143.jpg
car,501,339,535,368,0396.jpg
trafficlight,1041,148,1059,200,0382.jpg
car,574,437,740,626,0355.jpg
car,0,320,298,534,0433.jpg
car,484,385,794,581,0433.jpg
car,70,351,209,493,0433.jpg
car,561,428,700,615,0433.jpg
car,141,333,417,455,0427.jpg
car,224,356,341,443,0427.jpg
car,471,401,811,645,0427.jpg
car,561,430,706,612,0427.jpg
car,545,431,709,615,0221.jpg
car,439,398,817,648,0221.jpg
car,979,351,1266,523,0221.jpg
car,1004,379,1124,485,0221.jpg
car,484,395,832,659,0235.jpg
car,577,436,741,620,0235.jpg
car,876,354,1205,527,0235.jpg
car,975,376,1120,509,0235.jpg
trafficlight,1000,61,1016,131,0209.jpg
car,543,427,699,611,0209.jpg
car,434,399,798,640,0209.jpg
car,925,364,1279,591,0252.jpg
car,1015,395,1190,564,0252.jpg
car,571,441,736,596,0252.jpg
car,487,411,821,633,0252.jpg
car,1011,394,1182,547,0246.jpg
car,476,398,830,636,0246.jpg
car,569,439,739,594,0246.jpg
car,917,370,1279,567,0246.jpg
car,484,387,816,648,0285.jpg
car,569,417,734,582,0285.jpg
truck,571,435,723,618,0326.jpg
car,569,437,727,618,0468.jpg
car,469,403,829,651,0468.jpg
trafficlight,739,139,755,203,0497.jpg
car,536,433,687,628,0497.jpg
car,368,352,409,375,0497.jpg
car,538,414,685,640,0130.jpg
car,421,384,803,669,0130.jpg
car,879,319,914,353,0131.jpg
car,429,393,787,661,0131.jpg
car,537,417,678,641,0131.jpg
trafficlight,539,152,557,213,0496.jpg
car,536,430,688,623,0496.jpg
car,437,400,782,650,0482.jpg
car,571,438,725,626,0469.jpg
car,575,449,731,609,0333.jpg
car,493,418,814,638,0333.jpg
car,588,441,747,603,0455.jpg
car,562,426,701,614,0441.jpg
car,478,377,820,616,0284.jpg
car,565,418,734,580,0284.jpg
car,477,398,811,635,0290.jpg
car,572,443,737,594,0247.jpg
car,919,375,1277,566,0247.jpg
car,1015,400,1176,549,0247.jpg
car,486,405,823,635,0247.jpg
car,917,359,1279,609,0253.jpg
car,1017,406,1193,571,0253.jpg
car,576,438,742,596,0253.jpg
car,494,407,818,628,0253.jpg
car,891,381,1241,554,0245.jpg
car,476,396,830,641,0245.jpg
car,573,443,743,595,0245.jpg
car,987,402,1150,537,0245.jpg
car,929,369,1279,587,0251.jpg
car,570,437,741,598,0251.jpg
car,1015,400,1182,561,0251.jpg
car,482,402,825,637,0251.jpg
car,490,394,820,648,0279.jpg
car,571,437,737,606,0279.jpg
car,480,393,806,646,0286.jpg
car,570,454,736,622,0331.jpg
car,483,429,829,656,0331.jpg
car,482,416,827,645,0325.jpg
car,566,445,733,608,0325.jpg
car,573,432,729,611,0443.jpg
car,532,432,686,616,0494.jpg
car,399,341,442,368,0494.jpg
car,433,398,782,653,0480.jpg
car,541,424,689,635,0480.jpg
car,537,414,680,642,0133.jpg
car,425,395,792,660,0133.jpg
car,533,414,684,642,0127.jpg
car,886,316,919,351,0127.jpg
car,537,415,680,639,0132.jpg
car,424,389,797,663,0132.jpg
car,540,423,688,640,0481.jpg
car,433,394,784,659,0481.jpg
trafficlight,546,160,563,217,0495.jpg
car,483,405,825,647,0324.jpg
car,569,438,732,608,0324.jpg
car,589,443,743,610,0456.jpg
car,573,448,732,627,0330.jpg
car,479,431,827,653,0330.jpg
car,479,391,811,649,0287.jpg
car,482,400,810,644,0278.jpg
car,567,439,734,602,0278.jpg
car,573,436,740,599,0250.jpg
car,484,401,828,638,0250.jpg
car,927,373,1279,575,0250.jpg
car,1020,403,1174,555,0250.jpg
car,579,444,746,592,0244.jpg
car,488,404,822,636,0244.jpg
car,986,403,1141,537,0244.jpg
car,898,383,1216,551,0244.jpg
car,493,407,812,639,0268.jpg
car,572,439,733,602,0268.jpg
car,486,401,835,636,0240.jpg
car,584,442,748,595,0240.jpg
car,886,365,1237,546,0240.jpg
car,1016,367,1181,515,0240.jpg
car,915,368,1279,607,0254.jpg
car,1014,409,1191,576,0254.jpg
car,575,438,739,594,0254.jpg
car,488,405,823,630,0254.jpg
car,481,380,822,613,0283.jpg
car,567,420,736,578,0283.jpg
car,476,398,805,645,0308.jpg
car,492,413,820,649,0334.jpg
car,580,445,731,618,0334.jpg
car,591,440,746,602,0452.jpg
car,500,384,829,598,0452.jpg
train,534,432,688,626,0491.jpg
person,1236,318,1254,374,0491.jpg
car,550,421,685,625,0136.jpg
car,451,404,784,643,0136.jpg
car,555,419,691,625,0137.jpg
car,453,394,791,647,0137.jpg
car,450,383,771,610,0484.jpg
car,536,413,683,592,0484.jpg
car,118,350,252,428,0447.jpg
car,478,397,828,659,0321.jpg
car,493,426,822,652,0335.jpg
car,579,452,732,619,0335.jpg
car,482,409,818,624,0282.jpg
car,568,440,732,594,0282.jpg
car,575,443,742,591,0255.jpg
car,489,407,821,629,0255.jpg
car,485,401,844,642,0241.jpg
car,581,446,755,598,0241.jpg
car,895,363,1218,546,0241.jpg
car,1021,367,1178,514,0241.jpg
car,484,402,809,642,0269.jpg
car,571,436,725,604,0269.jpg
car,490,402,806,637,0257.jpg
car,568,439,733,597,0257.jpg
car,1021,395,1195,576,0257.jpg
car,928,353,1279,611,0257.jpg
car,485,404,831,643,0243.jpg
car,582,444,748,600,0243.jpg
car,895,377,1222,552,0243.jpg
car,985,397,1142,539,0243.jpg
car,481,406,824,630,0280.jpg
car,569,439,738,595,0280.jpg
