Label,Left,Top,Right,Bottom,Filename
car,867,347,957,403,1041.jpg
car,503,383,817,626,1042.jpg
pottedplant,153,345,272,428,1043.jpg
car,457,381,898,626,1043.jpg
car,722,309,770,336,1043.jpg
car,895,308,927,329,1043.jpg
car,482,377,876,652,1044.jpg
car,874,276,1279,573,1044.jpg
car,820,266,858,294,1044.jpg
person,1084,324,1147,370,1044.jpg
trafficlight,792,162,812,206,1045.jpg
trafficlight,638,140,656,184,1045.jpg
trafficlight,461,307,469,316,1045.jpg
trafficlight,355,291,362,308,1045.jpg
bus,0,292,174,414,1045.jpg
car,474,390,804,606,1045.jpg
car,385,356,476,409,1045.jpg
car,354,357,398,379,1045.jpg
trafficlight,596,186,607,213,1046.jpg
trafficlight,698,221,711,242,1046.jpg
truck,454,258,585,336,1046.jpg
car,494,391,817,638,1046.jpg
trafficlight,165,85,177,108,1047.jpg
trafficlight,250,127,259,150,1047.jpg
trafficlight,700,134,710,152,1047.jpg
car,482,383,801,649,1047.jpg
car,224,220,390,315,1047.jpg
car,0,206,28,236,1047.jpg
car,485,183,520,203,1047.jpg
car,459,392,800,622,1048.jpg
car,909,334,1188,466,1048.jpg
car,781,320,855,371,1048.jpg
car,673,312,727,350,1048.jpg
car,609,308,642,330,1048.jpg
car,587,306,608,318,1048.jpg
person,939,312,957,353,1048.jpg
trafficlight,596,186,608,213,1049.jpg
trafficlight,698,220,711,240,1049.jpg
truck,452,259,583,336,1049.jpg
car,495,391,817,635,1049.jpg
car,478,397,796,610,1050.jpg
car,639,306,659,325,1050.jpg
car,673,306,691,327,1050.jpg
car,605,303,622,321,1050.jpg
car,696,315,728,342,1050.jpg
car,685,310,708,336,1050.jpg
person,988,309,1016,372,1050.jpg
car,471,393,791,612,1051.jpg
car,720,307,736,326,1051.jpg
car,462,396,809,624,1052.jpg
car,531,327,610,381,1052.jpg
car,581,310,615,331,1052.jpg
car,582,316,617,342,1052.jpg
car,569,307,595,321,1052.jpg
car,551,306,576,320,1052.jpg
car,354,304,379,319,1052.jpg
car,600,309,622,329,1052.jpg
car,524,304,541,321,1052.jpg
person,1170,323,1204,415,1052.jpg
trafficlight,1040,39,1092,149,1053.jpg
trafficlight,435,3,461,86,1053.jpg
trafficlight,682,0,714,62,1053.jpg
bus,101,260,464,373,1053.jpg
car,484,397,879,624,1053.jpg
car,678,296,723,317,1053.jpg
car,815,286,846,314,1053.jpg
person,174,287,207,325,1053.jpg
person,220,290,243,322,1053.jpg
trafficlight,704,149,721,187,1054.jpg
car,869,335,1136,493,1054.jpg
car,511,388,846,618,1054.jpg
car,820,309,952,404,1054.jpg
car,751,308,779,327,1054.jpg
person,1059,298,1083,351,1054.jpg
person,1048,304,1064,331,1054.jpg
trafficlight,525,224,536,241,1055.jpg
trafficlight,592,232,603,244,1055.jpg
trafficlight,655,253,666,274,1055.jpg
car,490,382,806,603,1055.jpg
car,811,334,984,413,1055.jpg
car,356,304,394,324,1055.jpg
car,295,294,333,320,1055.jpg
trafficlight,553,83,565,115,1056.jpg
trafficlight,739,123,751,148,1056.jpg
trafficlight,644,89,654,106,1056.jpg
bus,1044,155,1275,237,1056.jpg
car,476,374,811,662,1056.jpg
car,435,189,483,220,1056.jpg
car,494,389,822,624,1057.jpg
car,739,324,763,338,1057.jpg
car,457,390,787,640,1058.jpg
car,591,301,628,323,1058.jpg
car,682,289,706,305,1058.jpg
truck,130,311,304,392,1059.jpg
car,311,389,882,588,1059.jpg
car,320,351,479,412,1059.jpg
car,733,367,923,425,1059.jpg
car,455,394,797,613,1060.jpg
car,515,333,586,380,1060.jpg
car,579,325,618,349,1060.jpg
car,714,330,774,371,1060.jpg
car,577,299,589,309,1060.jpg
trafficlight,488,294,497,310,1061.jpg
trafficlight,544,313,551,328,1061.jpg
trafficlight,430,289,440,305,1061.jpg
trafficlight,434,291,446,305,1061.jpg
car,497,385,833,614,1061.jpg
car,494,340,534,357,1061.jpg
trafficlight,681,135,692,163,1062.jpg
trafficlight,772,141,784,161,1062.jpg
trafficlight,274,187,284,202,1062.jpg
trafficlight,199,163,209,175,1062.jpg
trafficlight,333,86,351,125,1062.jpg
trafficlight,871,172,883,193,1062.jpg
trafficlight,495,170,505,184,1062.jpg
car,477,393,797,641,1062.jpg
car,669,235,707,259,1062.jpg
trafficlight,764,279,775,295,1063.jpg
trafficlight,685,250,693,272,1063.jpg
trafficlight,249,236,259,262,1063.jpg
trafficlight,1022,242,1037,283,1063.jpg
car,740,334,845,406,1063.jpg
car,540,342,621,391,1063.jpg
car,51,330,167,374,1063.jpg
car,494,391,811,621,1063.jpg
trafficlight,328,204,339,230,1064.jpg
trafficlight,549,271,557,283,1064.jpg
trafficlight,590,274,596,285,1064.jpg
trafficlight,225,249,233,262,1064.jpg
car,519,383,841,608,1064.jpg
car,436,322,512,375,1064.jpg
car,603,301,635,330,1064.jpg
car,493,306,530,325,1064.jpg
car,426,302,464,325,1064.jpg
person,849,313,873,365,1064.jpg
trafficlight,609,242,615,255,1065.jpg
trafficlight,661,260,668,273,1065.jpg
trafficlight,626,269,633,279,1065.jpg
car,475,386,793,625,1065.jpg
car,626,304,660,327,1065.jpg
car,588,322,654,372,1065.jpg
car,558,299,576,311,1065.jpg
car,582,305,638,338,1065.jpg
person,755,297,767,345,1065.jpg
car,447,383,774,635,1066.jpg
car,337,286,414,312,1066.jpg
car,885,279,947,317,1066.jpg
person,937,283,969,341,1066.jpg
person,699,283,718,323,1066.jpg
car,440,389,765,629,1067.jpg
car,459,386,793,611,1068.jpg
car,854,306,953,380,1068.jpg
car,1165,310,1205,339,1068.jpg
person,1252,313,1264,346,1068.jpg
car,480,390,805,627,1069.jpg
car,563,311,612,349,1069.jpg
car,536,299,554,310,1069.jpg
car,644,298,664,312,1069.jpg
person,236,306,247,328,1069.jpg
trafficlight,510,261,520,280,1070.jpg
car,446,396,786,608,1070.jpg
trafficlight,760,189,775,231,1071.jpg
trafficlight,622,185,644,222,1071.jpg
trafficlight,907,235,923,269,1071.jpg
trafficlight,506,297,517,310,1071.jpg
car,489,387,821,605,1071.jpg
car,136,349,242,388,1071.jpg
car,258,345,371,384,1071.jpg
car,447,345,522,382,1071.jpg
person,1018,326,1044,390,1071.jpg
person,113,346,128,383,1071.jpg
car,555,319,665,393,1072.jpg
car,456,324,538,371,1072.jpg
car,470,396,819,624,1072.jpg
car,189,357,408,468,1072.jpg
car,344,318,423,386,1072.jpg
car,275,318,323,346,1072.jpg
car,1,313,29,358,1072.jpg
stopsign,460,340,492,373,1073.jpg
bus,0,274,85,409,1073.jpg
car,497,384,822,614,1073.jpg
car,231,347,287,376,1073.jpg
trafficlight,112,236,130,259,1074.jpg
trafficlight,677,274,685,291,1074.jpg
trafficlight,61,94,85,148,1074.jpg
trafficlight,171,253,182,278,1074.jpg
trafficlight,616,271,627,290,1074.jpg
trafficlight,737,293,747,309,1074.jpg
truck,380,321,521,383,1074.jpg
car,125,334,446,502,1074.jpg
car,500,387,838,633,1074.jpg
car,699,320,814,402,1074.jpg
car,617,337,685,357,1074.jpg
car,527,342,570,357,1074.jpg
person,1088,305,1114,361,1074.jpg
trafficlight,256,209,271,238,1075.jpg
car,849,331,1164,491,1075.jpg
car,438,396,799,635,1075.jpg
car,1139,342,1275,476,1075.jpg
car,544,315,607,360,1075.jpg
car,116,309,254,379,1075.jpg
car,595,346,697,390,1075.jpg
car,452,305,479,324,1075.jpg
car,828,329,911,382,1075.jpg
car,415,386,783,634,1076.jpg
trafficlight,609,217,623,244,1077.jpg
trafficlight,714,258,726,281,1077.jpg
trafficlight,1170,183,1199,246,1077.jpg
car,748,335,1124,544,1077.jpg
car,203,355,478,504,1077.jpg
car,463,387,799,610,1077.jpg
car,426,332,477,365,1077.jpg
trafficlight,206,254,215,270,1078.jpg
car,460,339,575,429,1078.jpg
car,480,392,822,624,1078.jpg
car,461,313,526,355,1078.jpg
car,609,323,680,371,1078.jpg
car,705,326,849,408,1078.jpg
person,1091,318,1122,407,1078.jpg
trafficlight,880,7,916,91,1079.jpg
trafficlight,1189,99,1224,197,1079.jpg
car,810,321,1198,529,1079.jpg
car,497,389,822,630,1079.jpg
car,508,356,630,437,1079.jpg
car,534,317,593,350,1079.jpg
car,713,327,784,373,1079.jpg
trafficlight,201,210,210,230,1080.jpg
car,479,394,801,633,1080.jpg
car,543,303,649,376,1080.jpg
car,491,284,557,320,1080.jpg
car,709,303,824,345,1080.jpg
car,550,284,584,304,1080.jpg
car,442,272,494,310,1080.jpg
person,1143,287,1172,357,1080.jpg
car,1077,342,1279,506,1081.jpg
car,482,390,801,620,1081.jpg
car,763,319,795,338,1081.jpg
person,568,300,581,328,1081.jpg
car,475,391,807,616,1082.jpg
car,673,331,719,351,1082.jpg
car,545,327,586,351,1082.jpg
bus,1017,246,1250,327,1083.jpg
car,146,302,276,341,1083.jpg
car,445,387,779,630,1083.jpg
car,106,297,154,318,1083.jpg
car,69,296,113,314,1083.jpg
person,780,293,810,402,1083.jpg
trafficlight,849,0,878,72,1084.jpg
trafficlight,1132,94,1169,175,1084.jpg
trafficlight,554,4,581,55,1084.jpg
car,465,393,824,636,1084.jpg
car,657,262,701,282,1084.jpg
person,61,262,79,309,1084.jpg
car,487,392,799,638,1085.jpg
car,417,379,782,635,1086.jpg
trafficlight,1022,135,1047,199,1087.jpg
trafficlight,614,50,644,106,1087.jpg
trafficlight,816,62,837,125,1087.jpg
trafficlight,604,51,628,107,1087.jpg
car,457,390,809,629,1087.jpg
car,0,267,69,337,1087.jpg
car,687,256,723,274,1087.jpg
person,106,259,125,300,1087.jpg
person,165,240,191,299,1087.jpg
trafficlight,615,251,621,263,1088.jpg
trafficlight,664,266,671,278,1088.jpg
car,471,389,797,616,1088.jpg
car,245,351,442,443,1088.jpg
car,604,317,658,355,1088.jpg
car,633,307,663,327,1088.jpg
car,597,306,634,341,1088.jpg
person,1237,312,1279,514,1088.jpg
person,774,304,786,351,1088.jpg
car,411,385,787,640,1089.jpg
trafficlight,11,102,40,160,1090.jpg
trafficlight,787,160,800,181,1090.jpg
car,496,388,818,630,1090.jpg
car,564,320,625,363,1090.jpg
car,498,304,529,330,1090.jpg
car,626,317,670,340,1090.jpg
car,535,308,573,338,1090.jpg
car,356,307,375,320,1090.jpg
car,478,392,808,606,1091.jpg
car,618,326,644,340,1091.jpg
car,579,326,605,339,1091.jpg
trafficlight,733,231,746,262,1092.jpg
trafficlight,373,307,380,323,1092.jpg
trafficlight,976,294,987,308,1092.jpg
trafficlight,830,270,844,288,1092.jpg
trafficlight,636,226,653,244,1092.jpg
bus,195,298,334,386,1092.jpg
car,519,389,836,613,1092.jpg
car,783,352,854,371,1092.jpg
car,268,324,571,448,1092.jpg
person,429,336,458,358,1092.jpg
car,458,299,516,338,1093.jpg
car,473,389,794,626,1093.jpg
car,535,296,557,310,1093.jpg
trafficlight,677,258,686,274,1094.jpg
car,549,344,619,386,1094.jpg
car,103,334,209,371,1094.jpg
car,485,386,808,624,1094.jpg
car,722,336,799,391,1094.jpg
trafficlight,672,157,681,172,1095.jpg
trafficlight,742,161,752,175,1095.jpg
trafficlight,336,187,347,206,1095.jpg
trafficlight,815,185,825,201,1095.jpg
trafficlight,525,154,535,164,1095.jpg
car,478,387,790,626,1095.jpg
car,664,227,694,247,1095.jpg
trafficlight,259,211,296,264,1096.jpg
trafficlight,457,307,463,318,1096.jpg
car,457,382,782,607,1096.jpg
car,101,347,189,387,1096.jpg
car,1200,316,1276,359,1096.jpg
car,1017,324,1079,350,1096.jpg
car,472,391,798,625,1097.jpg
car,316,324,372,354,1097.jpg
car,733,339,785,371,1097.jpg
car,57,329,194,371,1097.jpg
car,419,323,469,345,1097.jpg
car,462,327,508,349,1097.jpg
car,431,383,774,635,1098.jpg
car,732,299,755,314,1098.jpg
car,665,307,692,323,1098.jpg
car,38,303,212,359,1098.jpg
person,245,293,267,351,1098.jpg
person,203,288,227,358,1098.jpg
trafficlight,798,222,811,248,1099.jpg
trafficlight,685,217,703,240,1099.jpg
trafficlight,913,252,926,279,1099.jpg
car,473,391,793,616,1099.jpg
car,773,329,814,365,1099.jpg
car,692,335,727,358,1099.jpg
car,456,394,787,622,1100.jpg
car,273,321,354,352,1100.jpg
car,409,320,454,338,1100.jpg
car,726,325,765,352,1100.jpg
person,1166,321,1197,421,1100.jpg
car,441,387,784,636,1101.jpg
car,435,383,795,602,1102.jpg
car,467,381,529,421,1102.jpg
car,197,382,286,407,1102.jpg
trafficlight,802,245,809,258,1103.jpg
car,499,380,831,615,1103.jpg
car,793,344,947,450,1103.jpg
car,775,317,873,389,1103.jpg
car,741,312,763,331,1103.jpg
car,1020,313,1088,334,1103.jpg
car,849,317,895,342,1103.jpg
car,455,306,504,338,1103.jpg
car,772,307,794,325,1103.jpg
person,976,304,990,338,1103.jpg
person,1005,303,1020,354,1103.jpg
car,491,402,816,606,1104.jpg
car,491,383,818,619,1105.jpg
car,530,323,630,385,1105.jpg
car,251,304,311,337,1105.jpg
car,511,301,562,337,1105.jpg
car,655,313,736,348,1105.jpg
car,476,288,515,325,1105.jpg
trafficlight,660,259,667,273,1106.jpg
trafficlight,609,243,616,254,1106.jpg
trafficlight,626,268,634,279,1106.jpg
car,473,389,795,619,1106.jpg
car,626,304,660,328,1106.jpg
car,582,309,652,358,1106.jpg
car,560,299,576,311,1106.jpg
car,583,304,640,339,1106.jpg
person,758,299,772,347,1106.jpg
trafficlight,861,95,878,138,1107.jpg
trafficlight,694,195,703,207,1107.jpg
trafficlight,711,88,729,134,1107.jpg
trafficlight,729,197,736,209,1107.jpg
trafficlight,1020,143,1042,199,1107.jpg
trafficlight,431,192,440,204,1107.jpg
trafficlight,435,192,445,203,1107.jpg
trafficlight,474,172,484,185,1107.jpg
car,485,396,788,643,1107.jpg
car,686,245,730,276,1107.jpg
stopsign,22,368,87,432,1108.jpg
car,479,388,813,611,1108.jpg
car,854,308,950,375,1108.jpg
car,1163,310,1204,339,1108.jpg
person,1245,313,1257,344,1108.jpg
car,356,380,846,641,1109.jpg
car,777,278,821,311,1109.jpg
person,926,275,938,305,1109.jpg
person,704,273,713,301,1109.jpg
car,405,381,788,633,1110.jpg
car,775,319,800,336,1110.jpg
person,295,301,318,362,1110.jpg
person,331,312,347,355,1110.jpg
car,499,395,830,601,1111.jpg
truck,941,148,1115,206,1112.jpg
car,369,202,459,257,1112.jpg
car,467,388,793,646,1112.jpg
car,505,177,535,194,1112.jpg
car,45,182,136,222,1112.jpg
trafficlight,396,297,405,312,1113.jpg
car,513,383,838,610,1113.jpg
car,438,391,787,622,1114.jpg
car,304,348,391,383,1114.jpg
car,484,386,876,646,1115.jpg
car,898,283,1279,598,1115.jpg
car,822,267,858,293,1115.jpg
person,1132,324,1204,382,1115.jpg
car,508,396,823,627,1116.jpg
car,586,281,608,295,1116.jpg
car,104,302,190,339,1116.jpg
car,634,246,656,260,1116.jpg
trafficlight,610,246,618,258,1117.jpg
trafficlight,661,262,668,275,1117.jpg
car,474,389,793,617,1117.jpg
car,599,320,655,358,1117.jpg
car,629,305,659,327,1117.jpg
car,588,305,630,340,1117.jpg
person,766,301,780,348,1117.jpg
car,228,312,330,355,1118.jpg
car,460,396,782,634,1118.jpg
car,666,311,705,343,1118.jpg
car,487,307,517,326,1118.jpg
car,698,329,758,367,1118.jpg
car,851,322,1002,404,1118.jpg
car,797,329,860,365,1118.jpg
car,556,308,571,319,1118.jpg
car,102,326,192,370,1118.jpg
trafficlight,99,12,151,110,1119.jpg
car,459,388,907,642,1119.jpg
car,345,266,441,295,1119.jpg
car,0,254,148,324,1119.jpg
person,992,278,1005,315,1119.jpg
trafficlight,752,196,770,233,1120.jpg
trafficlight,605,146,624,187,1120.jpg
truck,324,225,555,366,1120.jpg
car,495,390,821,640,1120.jpg
person,1163,289,1188,359,1120.jpg
person,1122,290,1143,358,1120.jpg
person,814,278,827,299,1120.jpg
trafficlight,656,110,681,177,1121.jpg
trafficlight,837,128,863,182,1121.jpg
trafficlight,350,288,360,306,1121.jpg
trafficlight,465,306,472,317,1121.jpg
trafficlight,304,306,311,318,1121.jpg
trafficlight,269,292,280,311,1121.jpg
trafficlight,506,309,514,318,1121.jpg
bus,0,299,149,427,1121.jpg
car,501,387,834,624,1121.jpg
car,358,364,467,428,1121.jpg
car,920,330,1279,541,1122.jpg
car,484,390,816,625,1122.jpg
car,515,313,579,362,1122.jpg
car,521,348,646,422,1122.jpg
car,679,325,759,365,1122.jpg
trafficlight,358,289,369,310,1123.jpg
car,454,400,816,623,1123.jpg
car,1105,346,1195,371,1123.jpg
car,829,340,905,372,1123.jpg
person,882,330,926,439,1123.jpg
car,970,352,1171,440,1124.jpg
car,475,382,778,607,1124.jpg
car,879,336,1027,398,1124.jpg
car,798,329,830,350,1124.jpg
trafficlight,394,297,403,312,1125.jpg
car,507,381,846,610,1125.jpg
car,461,399,798,631,1126.jpg
car,507,325,591,385,1126.jpg
car,280,303,328,329,1126.jpg
car,541,308,579,327,1126.jpg
car,582,310,606,329,1126.jpg
car,489,302,508,320,1126.jpg
car,508,304,521,320,1126.jpg
car,459,310,523,351,1127.jpg
car,460,390,797,619,1127.jpg
car,555,305,580,318,1127.jpg
car,181,306,271,333,1127.jpg
trafficlight,241,207,260,234,1128.jpg
car,839,329,1163,491,1128.jpg
car,453,388,790,631,1128.jpg
car,539,314,601,359,1128.jpg
car,71,307,222,387,1128.jpg
car,1125,346,1279,484,1128.jpg
car,580,346,688,387,1128.jpg
car,412,305,441,320,1128.jpg
car,448,305,476,326,1128.jpg
bus,69,236,282,315,1129.jpg
car,370,365,988,622,1129.jpg
car,44,301,456,439,1129.jpg
car,612,280,641,301,1129.jpg
trafficlight,709,202,724,237,1130.jpg
trafficlight,576,192,596,229,1130.jpg
trafficlight,838,244,851,282,1130.jpg
car,679,333,720,366,1130.jpg
car,584,337,623,360,1130.jpg
car,450,389,783,625,1130.jpg
car,281,332,348,358,1130.jpg
car,513,286,542,307,1131.jpg
car,462,393,802,622,1131.jpg
car,649,285,676,304,1131.jpg
car,691,279,710,294,1131.jpg
car,836,335,1024,426,1132.jpg
car,1018,339,1279,484,1132.jpg
car,476,385,788,606,1132.jpg
car,719,346,815,390,1132.jpg
car,617,339,669,371,1132.jpg
trafficlight,628,263,637,281,1133.jpg
trafficlight,557,253,570,275,1133.jpg
trafficlight,1050,201,1063,232,1133.jpg
trafficlight,703,285,715,304,1133.jpg
car,502,383,833,623,1133.jpg
car,7,356,362,521,1133.jpg
car,891,327,1017,372,1133.jpg
car,459,349,488,372,1133.jpg
car,5,334,176,402,1133.jpg
car,476,393,799,604,1134.jpg
car,637,307,658,326,1134.jpg
car,672,306,690,326,1134.jpg
car,690,314,718,340,1134.jpg
car,606,304,624,321,1134.jpg
car,658,303,675,322,1134.jpg
person,950,308,973,367,1134.jpg
car,449,389,776,636,1135.jpg
car,779,285,852,318,1135.jpg
car,392,292,442,314,1135.jpg
person,685,283,699,318,1135.jpg
person,891,283,906,327,1135.jpg
trafficlight,696,138,707,157,1136.jpg
car,486,373,801,657,1136.jpg
car,339,212,451,268,1136.jpg
car,500,179,533,199,1136.jpg
car,483,388,815,622,1137.jpg
car,614,324,681,371,1137.jpg
car,605,310,651,333,1137.jpg
car,648,310,692,331,1137.jpg
car,216,311,312,352,1137.jpg
car,556,304,576,324,1137.jpg
bus,88,224,363,285,1138.jpg
car,433,387,768,633,1138.jpg
trafficlight,392,294,402,309,1139.jpg
trafficlight,449,297,457,310,1139.jpg
car,511,388,844,613,1139.jpg
car,465,340,492,359,1139.jpg
car,435,387,767,630,1140.jpg
car,726,285,783,318,1140.jpg
person,877,282,891,323,1140.jpg
person,669,284,684,313,1140.jpg
person,866,283,879,322,1140.jpg
stopsign,885,290,920,323,1141.jpg
trafficlight,848,231,863,270,1141.jpg
trafficlight,519,161,539,201,1141.jpg
truck,75,254,287,354,1141.jpg
car,484,389,809,616,1141.jpg
car,588,326,665,352,1141.jpg
person,938,333,954,372,1141.jpg
car,504,388,816,609,1142.jpg
car,625,304,645,322,1142.jpg
car,660,308,682,328,1142.jpg
car,731,320,766,349,1142.jpg
car,704,309,726,332,1142.jpg
car,689,305,707,325,1142.jpg
person,1147,316,1179,396,1142.jpg
trafficlight,258,210,276,237,1143.jpg
car,1136,342,1278,471,1143.jpg
car,842,336,1170,490,1143.jpg
car,442,398,797,634,1143.jpg
car,548,315,611,357,1143.jpg
car,140,311,271,380,1143.jpg
car,595,346,699,389,1143.jpg
car,454,305,480,325,1143.jpg
car,827,331,907,380,1143.jpg
trafficlight,592,240,602,260,1144.jpg
trafficlight,671,244,680,258,1144.jpg
car,458,357,810,620,1144.jpg
car,621,322,673,339,1144.jpg
car,0,305,187,406,1145.jpg
car,460,340,796,626,1145.jpg
car,700,291,726,305,1145.jpg
person,1013,287,1044,355,1145.jpg
trafficlight,686,222,700,248,1146.jpg
trafficlight,775,255,788,274,1146.jpg
car,473,389,815,625,1146.jpg
car,595,319,649,356,1146.jpg
car,572,307,610,330,1146.jpg
car,633,312,670,331,1146.jpg
car,542,305,559,318,1146.jpg
bus,79,237,273,314,1147.jpg
car,380,367,979,627,1147.jpg
car,555,278,583,300,1147.jpg
car,0,365,151,669,1147.jpg
car,595,279,625,303,1147.jpg
trafficlight,699,173,707,186,1148.jpg
trafficlight,548,162,557,173,1148.jpg
trafficlight,653,175,663,185,1148.jpg
car,519,395,833,647,1148.jpg
car,453,395,800,613,1149.jpg
car,516,333,586,381,1149.jpg
car,580,325,619,348,1149.jpg
car,577,299,590,309,1149.jpg
car,704,325,769,370,1149.jpg
pottedplant,57,25,247,211,1150.jpg
